Tract2010,Afford_cnt,Afford_pct,RntCon_pct,RntCon_moe,GEOID10
16500,158,6.36000000000,94.27000000000,7.43000000000,06075016500
16400,8,0.41000000000,92.06000000000,10.16000000000,06075016400
16300,385,17.62000000000,87.31000000000,7.76000000000,06075016300
16100,818,28.47000000000,57.65000000000,8.79000000000,06075016100
16000,264,14.29000000000,85.06000000000,13.71000000000,06075016000
15900,421,17.45000000000,42.25000000000,10.25000000000,06075015900
15700,247,8.97000000000,85.56000000000,12.35000000000,06075015700
15600,148,10.57000000000,97.37000000000,15.28000000000,06075015600
15500,484,19.83000000000,69.30000000000,12.77000000000,06075015500
15400,3,0.10000000000,97.02000000000,10.75000000000,06075015400
15300,0,0.00000000000,97.97000000000,14.24000000000,06075015300
15200,325,12.39000000000,85.94000000000,10.07000000000,06075015200
15100,92,4.83000000000,73.30000000000,10.91000000000,06075015100
13500,98,5.28000000000,97.89000000000,8.92000000000,06075013500
13400,40,1.83000000000,98.78000000000,6.45000000000,06075013400
13300,0,0.00000000000,90.31000000000,10.51000000000,06075013300
13200,0,0.00000000000,89.34000000000,11.12000000000,06075013200
13000,0,0.00000000000,94.88000000000,13.74000000000,06075013000
12800,2,0.08000000000,98.28000000000,11.75000000000,06075012800
12700,0,0.00000000000,91.24000000000,9.45000000000,06075012700
12100,6,0.25000000000,97.77000000000,9.60000000000,06075012100
12000,16,0.57000000000,94.52000000000,5.72000000000,06075012000
11800,0,0.00000000000,100.00000000000,24.92000000000,06075011800
11700,10,0.71000000000,87.90000000000,12.24000000000,06075011700
11300,0,0.00000000000,88.65000000000,8.91000000000,06075011300
11200,0,0.00000000000,98.03000000000,12.57000000000,06075011200
11100,136,4.01000000000,91.33000000000,7.95000000000,06075011100
11000,4,0.15000000000,93.47000000000,10.29000000000,06075011000
10900,202,6.99000000000,93.94000000000,9.85000000000,06075010900
10800,0,0.00000000000,91.79000000000,8.51000000000,06075010800
