GEOID10,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC04_VC04,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC07,HC02_VC07,HC03_VC07,HC04_VC07,HC01_VC08,HC02_VC08,HC03_VC08,HC04_VC08,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC04_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC04_VC20,HC01_VC21,HC02_VC21,HC03_VC21,HC04_VC21,HC01_VC25,HC02_VC25,HC03_VC25,HC04_VC25,HC01_VC26,HC02_VC26,HC03_VC26,HC04_VC26,HC01_VC27,HC02_VC27,HC03_VC27,HC04_VC27,HC01_VC28,HC02_VC28,HC03_VC28,HC04_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC04_VC29,HC01_VC30,HC02_VC30,HC03_VC30,HC04_VC30,HC01_VC31,HC02_VC31,HC03_VC31,HC04_VC31,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC04_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC04_VC34,HC01_VC38,HC02_VC38,HC03_VC38,HC04_VC38,HC01_VC39,HC02_VC39,HC03_VC39,HC04_VC39,HC01_VC40,HC02_VC40,HC03_VC40,HC04_VC40,HC01_VC41,HC02_VC41,HC03_VC41,HC04_VC41,HC01_VC42,HC02_VC42,HC03_VC42,HC04_VC42,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC45,HC02_VC45,HC03_VC45,HC04_VC45,HC01_VC46,HC02_VC46,HC03_VC46,HC04_VC46,HC01_VC47,HC02_VC47,HC03_VC47,HC04_VC47,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC52,HC02_VC52,HC03_VC52,HC04_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC04_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC04_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC04_VC58,HC01_VC62,HC02_VC62,HC03_VC62,HC04_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC04_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC04_VC64,HC01_VC66,HC02_VC66,HC03_VC66,HC04_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC04_VC67,HC01_VC71,HC02_VC71,HC03_VC71,HC04_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC04_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC04_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC76,HC02_VC76,HC03_VC76,HC04_VC76,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC04_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC04_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC102,HC02_VC102,HC03_VC102,HC04_VC102,HC01_VC103,HC02_VC103,HC03_VC103,HC04_VC103,HC01_VC104,HC02_VC104,HC03_VC104,HC04_VC104,HC01_VC105,HC02_VC105,HC03_VC105,HC04_VC105,HC01_VC109,HC02_VC109,HC03_VC109,HC04_VC109,HC01_VC110,HC02_VC110,HC03_VC110,HC04_VC110,HC01_VC111,HC02_VC111,HC03_VC111,HC04_VC111,HC01_VC112,HC02_VC112,HC03_VC112,HC04_VC112,HC01_VC116,HC02_VC116,HC03_VC116,HC04_VC116,HC01_VC117,HC02_VC117,HC03_VC117,HC04_VC117,HC01_VC118,HC02_VC118,HC03_VC118,HC04_VC118,HC01_VC119,HC02_VC119,HC03_VC119,HC04_VC119,HC01_VC120,HC02_VC120,HC03_VC120,HC04_VC120,HC01_VC121,HC02_VC121,HC03_VC121,HC04_VC121,HC01_VC122,HC02_VC122,HC03_VC122,HC04_VC122,HC01_VC123,HC02_VC123,HC03_VC123,HC04_VC123,HC01_VC124,HC02_VC124,HC03_VC124,HC04_VC124,HC01_VC125,HC02_VC125,HC03_VC125,HC04_VC125,HC01_VC129,HC02_VC129,HC03_VC129,HC04_VC129,HC01_VC130,HC02_VC130,HC03_VC130,HC04_VC130,HC01_VC131,HC02_VC131,HC03_VC131,HC04_VC131,HC01_VC135,HC02_VC135,HC03_VC135,HC04_VC135,HC01_VC136,HC02_VC136,HC03_VC136,HC04_VC136,HC01_VC137,HC02_VC137,HC03_VC137,HC04_VC137,HC01_VC138,HC02_VC138,HC03_VC138,HC04_VC138,HC01_VC139,HC02_VC139,HC03_VC139,HC04_VC139,HC01_VC140,HC02_VC140,HC03_VC140,HC04_VC140,HC01_VC141,HC02_VC141,HC03_VC141,HC04_VC141,HC01_VC142,HC02_VC142,HC03_VC142,HC04_VC142,HC01_VC143,HC02_VC143,HC03_VC143,HC04_VC143,HC01_VC145,HC02_VC145,HC03_VC145,HC04_VC145,HC01_VC146,HC02_VC146,HC03_VC146,HC04_VC146,HC01_VC147,HC02_VC147,HC03_VC147,HC04_VC147,HC01_VC148,HC02_VC148,HC03_VC148,HC04_VC148,HC01_VC149,HC02_VC149,HC03_VC149,HC04_VC149,HC01_VC150,HC02_VC150,HC03_VC150,HC04_VC150,HC01_VC151,HC02_VC151,HC03_VC151,HC04_VC151,HC01_VC155,HC02_VC155,HC03_VC155,HC04_VC155,HC01_VC156,HC02_VC156,HC03_VC156,HC04_VC156,HC01_VC157,HC02_VC157,HC03_VC157,HC04_VC157,HC01_VC158,HC02_VC158,HC03_VC158,HC04_VC158,HC01_VC159,HC02_VC159,HC03_VC159,HC04_VC159,HC01_VC160,HC02_VC160,HC03_VC160,HC04_VC160,HC01_VC162,HC02_VC162,HC03_VC162,HC04_VC162,HC01_VC164,HC02_VC164,HC03_VC164,HC04_VC164,HC01_VC165,HC02_VC165,HC03_VC165,HC04_VC165,HC01_VC166,HC02_VC166,HC03_VC166,HC04_VC166,HC01_VC167,HC02_VC167,HC03_VC167,HC04_VC167,HC01_VC168,HC02_VC168,HC03_VC168,HC04_VC168,HC01_VC169,HC02_VC169,HC03_VC169,HC04_VC169,HC01_VC170,HC02_VC170,HC03_VC170,HC04_VC170,HC01_VC171,HC02_VC171,HC03_VC171,HC04_VC171,HC01_VC173,HC02_VC173,HC03_VC173,HC04_VC173,HC01_VC177,HC02_VC177,HC03_VC177,HC04_VC177,HC01_VC178,HC02_VC178,HC03_VC178,HC04_VC178,HC01_VC179,HC02_VC179,HC03_VC179,HC04_VC179,HC01_VC180,HC02_VC180,HC03_VC180,HC04_VC180,HC01_VC181,HC02_VC181,HC03_VC181,HC04_VC181,HC01_VC182,HC02_VC182,HC03_VC182,HC04_VC182,HC01_VC183,HC02_VC183,HC03_VC183,HC04_VC183,HC01_VC184,HC02_VC184,HC03_VC184,HC04_VC184,HC01_VC185,HC02_VC185,HC03_VC185,HC04_VC185,HC01_VC187,HC02_VC187,HC03_VC187,HC04_VC187,HC01_VC191,HC02_VC191,HC03_VC191,HC04_VC191,HC01_VC192,HC02_VC192,HC03_VC192,HC04_VC192,HC01_VC193,HC02_VC193,HC03_VC193,HC04_VC193,HC01_VC194,HC02_VC194,HC03_VC194,HC04_VC194,HC01_VC195,HC02_VC195,HC03_VC195,HC04_VC195,HC01_VC196,HC02_VC196,HC03_VC196,HC04_VC196,HC01_VC197,HC02_VC197,HC03_VC197,HC04_VC197,HC01_VC199,HC02_VC199,HC03_VC199,HC04_VC199
06075010100,2319,110,2319,(X),2210,138,95.3,4.2,109,97,4.7,4.2,0,10.9,(X),(X),1.6,2.6,(X),(X),2319,110,2319,(X),15,20,0.6,0.8,43,56,1.9,2.4,139,88,6,3.8,189,91,8.2,3.9,140,72,6,3.2,278,100,12,4.4,1515,191,65.3,6.7,0,13,0,1.6,0,13,0,1.6,2319,110,2319,(X),0,13,0,1.6,347,112,15,4.8,149,62,6.4,2.7,378,130,16.3,5.5,394,128,17,5.7,539,160,23.2,6.7,117,60,5,2.6,98,97,4.2,4.2,297,107,12.8,4.5,2319,110,2319,(X),534,194,23,8.1,390,144,16.8,6.1,792,177,34.2,7.3,314,98,13.5,4.4,229,88,9.9,3.8,36,34,1.6,1.4,24,26,1,1.1,0,13,0,1.6,0,13,0,1.6,2.8,0.2,(X),(X),2319,110,2319,(X),617,183,26.6,7.6,1008,172,43.5,6.9,546,110,23.5,5.1,102,53,4.4,2.3,46,35,2,1.5,0,13,0,1.6,2210,138,2210,(X),325,101,14.7,4.7,1885,180,85.3,4.7,1.66,0.23,(X),(X),1.62,0.14,(X),(X),2210,138,2210,(X),362,150,16.4,6.6,1410,182,63.8,6.8,256,86,11.6,4,142,75,6.4,3.4,40,28,1.8,1.3,0,13,0,1.7,2210,138,2210,(X),928,160,42,6.4,1056,156,47.8,6.1,226,77,10.2,3.6,0,13,0,1.7,2210,138,2210,(X),472,131,21.4,6,0,13,0,1.7,1665,192,75.3,6.6,0,13,0,1.7,0,13,0,1.7,0,13,0,1.7,0,13,0,1.7,0,13,0,1.7,73,72,3.3,3.2,2210,138,2210,(X),73,71,3.3,3.2,73,71,3.3,3.2,160,96,7.2,4.3,2210,138,2210,(X),2129,156,96.3,2.8,33,29,1.5,1.3,48,57,2.2,2.6,325,101,325,(X),0,13,0,10.9,0,13,0,10.9,0,13,0,10.9,0,13,0,10.9,13,21,4,6.2,57,59,17.5,15.9,228,73,70.2,16.1,27,26,8.3,7.9,746000,117524,(X),(X),325,101,325,(X),277,95,85.2,10.3,48,36,14.8,10.3,277,95,277,(X),0,13,0,12.6,0,13,0,12.6,0,13,0,12.6,0,13,0,12.6,12,18,4.3,6.6,0,13,0,12.6,265,96,95.7,6.6,3457,303,(X),(X),48,36,48,(X),0,13,0,46,0,13,0,46,0,13,0,46,0,13,0,46,48,36,100,46,"1,000+",***,(X),(X),277,95,277,(X),74,44,26.7,16.2,44,58,15.9,18.5,0,13,0,12.6,12,18,4.3,6.6,147,71,53.1,21.4,0,13,(X),(X),48,36,48,(X),24,22,50,40,0,13,0,46,24,28,50,40,0,13,0,46,0,13,0,46,0,13,0,46,0,13,0,46,0,13,(X),(X),1802,198,1802,(X),0,13,0,2.1,194,101,10.8,5.5,211,87,11.7,4.6,80,55,4.4,3.1,85,59,4.7,3.2,424,139,23.5,7.5,808,181,44.8,8.3,1401,142,(X),(X),83,87,(X),(X),1789,195,1789,(X),143,79,8,4.4,242,108,13.5,5.7,267,118,14.9,6.2,352,136,19.7,7.2,236,119,13.2,6.5,549,150,30.7,7.9,96,88,(X),(X)
06075010200,2946,104,2946,(X),2675,155,90.8,4.8,271,143,9.2,4.8,1.7,2.6,(X),(X),3.9,3.9,(X),(X),2946,104,2946,(X),174,74,5.9,2.5,93,52,3.2,1.8,187,86,6.3,2.9,508,163,17.2,5.5,507,184,17.2,6.1,508,131,17.2,4.5,969,163,32.9,5.4,0,13,0,1.3,0,13,0,1.3,2946,104,2946,(X),0,13,0,1.3,34,37,1.2,1.3,79,61,2.7,2.1,74,55,2.5,1.9,221,131,7.5,4.5,229,84,7.8,2.8,342,114,11.6,3.9,103,68,3.5,2.3,1864,198,63.3,6.2,2946,104,2946,(X),278,145,9.4,4.9,402,162,13.6,5.4,857,174,29.1,6,607,164,20.6,5.4,340,123,11.5,4.1,159,64,5.4,2.2,70,56,2.4,1.9,117,89,4,3,116,65,3.9,2.2,3.4,0.3,(X),(X),2946,104,2946,(X),391,152,13.3,5.1,1430,236,48.5,7.7,706,187,24,6.3,230,97,7.8,3.3,125,75,4.2,2.6,64,50,2.2,1.7,2675,155,2675,(X),831,160,31.1,6.1,1844,210,68.9,6.1,1.81,0.24,(X),(X),1.37,0.11,(X),(X),2675,155,2675,(X),291,121,10.9,4.7,1530,227,57.2,6.8,372,127,13.9,4.7,186,103,7,3.8,216,87,8.1,3.3,80,50,3,1.9,2675,155,2675,(X),743,163,27.8,6.2,1443,234,53.9,7.2,311,115,11.6,4.2,178,91,6.7,3.5,2675,155,2675,(X),1596,192,59.7,6.7,19,30,0.7,1.1,766,183,28.6,6.4,13,20,0.5,0.8,0,13,0,1.4,27,37,1,1.4,8,14,0.3,0.5,105,60,3.9,2.2,141,108,5.3,4,2675,155,2675,(X),0,13,0,1.4,27,37,1,1.4,18,31,0.7,1.1,2675,155,2675,(X),2618,169,97.9,2.4,27,37,1,1.4,30,50,1.1,1.9,831,160,831,(X),0,13,0,4.4,15,24,1.8,2.9,12,18,1.4,2.3,0,13,0,4.4,0,13,0,4.4,62,67,7.5,8,283,99,34.1,11.2,459,146,55.2,12.7,"1,000,000+",***,(X),(X),831,160,831,(X),462,129,55.6,11.2,369,115,44.4,11.2,462,129,462,(X),0,13,0,7.8,0,13,0,7.8,0,13,0,7.8,15,24,3.2,5.2,0,13,0,7.8,28,30,6.1,6.7,419,128,90.7,8.5,"4,000+",***,(X),(X),369,115,369,(X),0,13,0,9.7,0,13,0,9.7,0,13,0,9.7,0,13,0,9.7,369,115,100,9.7,931,209,(X),(X),462,129,462,(X),14,23,3,4.6,54,42,11.7,9.1,106,82,22.9,15.7,89,53,19.3,11.7,199,101,43.1,17.5,0,13,(X),(X),369,115,369,(X),131,64,35.5,16,74,70,20.1,16.8,34,37,9.2,10.7,29,32,7.9,8.9,26,40,7,10.5,0,13,0,9.7,75,70,20.3,17.4,0,13,(X),(X),1805,205,1805,(X),0,13,0,2.1,0,13,0,2.1,0,13,0,2.1,60,57,3.3,3.1,229,117,12.7,6.3,348,125,19.3,6.8,1168,202,64.7,8.6,1778,152,(X),(X),39,46,(X),(X),1805,205,1805,(X),364,123,20.2,6.7,414,152,22.9,8.4,251,109,13.9,5.8,149,90,8.3,4.9,226,155,12.5,8,401,129,22.2,7,39,46,(X),(X)
06075010300,2254,102,2254,(X),1941,170,86.1,7.2,313,167,13.9,7.2,0,7.6,(X),(X),6.5,6.1,(X),(X),2254,102,2254,(X),140,111,6.2,4.9,70,75,3.1,3.3,463,157,20.5,6.9,545,128,24.2,5.8,576,158,25.6,6.9,159,97,7.1,4.3,301,127,13.4,5.5,0,13,0,1.6,0,13,0,1.6,2254,102,2254,(X),0,13,0,1.6,51,61,2.3,2.7,24,29,1.1,1.3,70,85,3.1,3.7,47,72,2.1,3.2,62,46,2.8,2.1,240,142,10.6,6.1,29,39,1.3,1.7,1731,191,76.8,8,2254,102,2254,(X),176,127,7.8,5.6,156,68,6.9,3,235,130,10.4,5.7,607,142,26.9,6.7,546,166,24.2,7,332,147,14.7,6.5,149,105,6.6,4.7,14,23,0.6,1,39,56,1.7,2.5,4.4,0.3,(X),(X),2254,102,2254,(X),190,127,8.4,5.6,559,154,24.8,6.9,1036,195,46,8.2,328,157,14.6,7,110,76,4.9,3.4,31,55,1.4,2.4,1941,170,1941,(X),474,132,24.4,6.7,1467,195,75.6,6.7,2.07,0.65,(X),(X),2.33,0.23,(X),(X),1941,170,1941,(X),394,163,20.3,7.9,822,192,42.3,9.1,328,117,16.9,6.2,123,62,6.3,3.1,131,79,6.7,4,143,69,7.4,3.5,1941,170,1941,(X),754,183,38.8,8.7,744,169,38.3,8.2,383,161,19.7,8.1,60,63,3.1,3.3,1941,170,1941,(X),1375,202,70.8,8,55,53,2.8,2.7,430,146,22.2,7.2,29,31,1.5,1.6,0,13,0,1.9,0,13,0,1.9,0,13,0,1.9,0,13,0,1.9,52,43,2.7,2.2,1941,170,1941,(X),35,38,1.8,1.9,30,25,1.5,1.3,68,92,3.5,4.8,1941,170,1941,(X),1785,168,92,4.6,89,44,4.6,2.2,67,90,3.5,4.6,474,132,474,(X),0,13,0,7.6,0,13,0,7.6,0,13,0,7.6,12,20,2.5,4.3,0,13,0,7.6,48,57,10.1,10.8,185,87,39,12.9,229,83,48.3,15.9,983200,153700,(X),(X),474,132,474,(X),214,102,45.1,13.9,260,82,54.9,13.9,214,102,214,(X),0,13,0,16,0,13,0,16,0,13,0,16,0,13,0,16,0,13,0,16,20,23,9.3,10.3,194,98,90.7,10.3,"4,000+",***,(X),(X),260,82,260,(X),0,13,0,13.4,11,17,4.2,6.5,0,13,0,13.4,6,14,2.3,5.5,243,84,93.5,8.8,"1,000+",***,(X),(X),214,102,214,(X),102,68,47.7,22.7,20,25,9.3,11.5,10,17,4.7,7.4,0,13,0,16,82,60,38.3,19.7,0,13,(X),(X),248,79,248,(X),119,75,48,21.6,24,30,9.7,12.2,11,18,4.4,7.2,26,29,10.5,11.7,13,18,5.2,7.3,0,13,0,14,55,35,22.2,14.4,12,20,(X),(X),1429,197,1429,(X),0,13,0,2.6,0,13,0,2.6,45,41,3.1,2.9,92,78,6.4,5.4,127,61,8.9,4.1,258,112,18.1,7.6,907,186,63.5,8.5,"2,000+",***,(X),(X),38,38,(X),(X),1429,197,1429,(X),302,151,21.1,9.6,180,91,12.6,6.3,272,134,19,8.7,63,46,4.4,3.3,73,60,5.1,4.3,539,179,37.7,11.8,38,38,(X),(X)
06075010400,2889,99,2889,(X),2447,200,84.7,6.2,442,181,15.3,6.2,0,4.8,(X),(X),6.6,5.7,(X),(X),2889,99,2889,(X),118,71,4.1,2.5,103,95,3.6,3.3,465,165,16.1,5.7,776,170,26.9,5.9,752,177,26,6.1,286,142,9.9,4.9,389,120,13.5,4.1,0,13,0,1.3,0,13,0,1.3,2889,99,2889,(X),0,13,0,1.3,0,13,0,1.3,380,121,13.2,4.2,134,103,4.6,3.5,154,80,5.3,2.8,275,129,9.5,4.4,169,82,5.8,2.8,165,100,5.7,3.5,1612,217,55.8,7.4,2889,99,2889,(X),185,117,6.4,4,239,113,8.3,3.9,605,180,20.9,6.4,879,239,30.4,8.2,629,190,21.8,6.4,230,134,8,4.6,65,55,2.2,1.9,29,46,1,1.6,28,45,1,1.5,4,0.2,(X),(X),2889,99,2889,(X),227,122,7.9,4.2,1068,211,37,7.3,1150,202,39.8,6.8,416,162,14.4,5.6,28,45,1,1.5,0,13,0,1.3,2447,200,2447,(X),766,198,31.3,7.2,1681,204,68.7,7.2,1.64,0.28,(X),(X),2.07,0.27,(X),(X),2447,200,2447,(X),341,138,13.9,5.7,1153,227,47.1,8.2,449,165,18.3,6.4,218,101,8.9,4.1,218,105,8.9,4.3,68,48,2.8,1.9,2447,200,2447,(X),788,183,32.2,6.8,1282,218,52.4,7.6,377,132,15.4,5.4,0,13,0,1.5,2447,200,2447,(X),1457,237,59.5,8.2,49,53,2,2.2,907,204,37.1,7.8,0,13,0,1.5,0,13,0,1.5,0,13,0,1.5,8,15,0.3,0.6,0,13,0,1.5,26,33,1.1,1.3,2447,200,2447,(X),0,13,0,1.5,16,27,0.7,1.1,55,49,2.2,2,2447,200,2447,(X),2435,204,99.5,0.9,12,22,0.5,0.9,0,13,0,1.5,766,198,766,(X),29,46,3.8,6,0,13,0,4.8,0,13,0,4.8,0,13,0,4.8,65,62,8.5,7.9,132,114,17.2,13.4,239,114,31.2,12.4,301,113,39.3,12.2,850400,186508,(X),(X),766,198,766,(X),558,165,72.8,13.3,208,122,27.2,13.3,558,165,558,(X),0,13,0,6.5,0,13,0,6.5,0,13,0,6.5,0,13,0,6.5,49,54,8.8,9,90,74,16.1,12.2,419,146,75.1,16.1,3814,730,(X),(X),208,122,208,(X),18,30,8.7,15.8,0,13,0,16.4,0,13,0,16.4,28,34,13.5,16.5,162,116,77.9,22.9,647,143,(X),(X),558,165,558,(X),200,99,35.8,14.7,11,18,2,3.2,22,26,3.9,4.7,47,52,8.4,8.9,278,123,49.8,15.2,0,13,(X),(X),143,85,143,(X),45,43,31.5,25.7,0,13,0,22.8,12,22,8.4,14.8,24,20,16.8,16.1,22,35,15.4,22.1,0,13,0,22.8,40,48,28,29,65,97,(X),(X),1667,200,1667,(X),15,25,0.9,1.4,0,13,0,2.2,36,43,2.2,2.5,126,62,7.6,3.5,47,50,2.8,3,264,119,15.8,6.8,1179,183,70.7,7.4,1967,153,(X),(X),14,23,(X),(X),1667,200,1667,(X),269,130,16.1,7.4,396,141,23.8,8.4,233,124,14,7.2,111,88,6.7,5.2,84,63,5,3.6,574,180,34.4,10.4,14,23,(X),(X)
06075010500,1946,41,1946,(X),1578,158,81.1,8.1,368,160,18.9,8.1,9.7,10.8,(X),(X),0,3.1,(X),(X),1946,41,1946,(X),31,30,1.6,1.5,71,48,3.6,2.5,0,13,0,1.9,0,13,0,1.9,0,13,0,1.9,0,13,0,1.9,1844,71,94.8,2.9,0,13,0,1.9,0,13,0,1.9,1946,41,1946,(X),0,13,0,1.9,92,54,4.7,2.7,9,16,0.5,0.8,410,113,21.1,5.7,701,149,36,7.7,643,127,33,6.4,55,35,2.8,1.8,0,13,0,1.9,36,34,1.8,1.7,1946,41,1946,(X),203,117,10.4,6,264,99,13.6,5.1,512,139,26.3,7.1,519,139,26.7,7.1,133,62,6.8,3.1,152,81,7.8,4.2,127,80,6.5,4.1,36,29,1.8,1.5,0,13,0,1.9,3.5,0.3,(X),(X),1946,41,1946,(X),240,117,12.3,6,818,152,42,7.7,649,129,33.4,6.6,229,114,11.8,5.8,10,17,0.5,0.9,0,13,0,1.9,1578,158,1578,(X),369,96,23.4,5.4,1209,143,76.6,5.4,1.83,0.23,(X),(X),1.51,0.11,(X),(X),1578,158,1578,(X),150,76,9.5,4.6,954,152,60.5,6.4,173,63,11,3.9,201,66,12.7,4.2,44,30,2.8,1.9,56,43,3.5,2.7,1578,158,1578,(X),546,125,34.6,7.4,946,161,59.9,7.7,67,44,4.2,2.8,19,22,1.2,1.3,1578,158,1578,(X),624,132,39.5,7.2,21,25,1.3,1.6,871,149,55.2,7.8,0,13,0,2.3,0,13,0,2.3,0,13,0,2.3,0,13,0,2.3,9,13,0.6,0.8,53,43,3.4,2.7,1578,158,1578,(X),31,38,2,2.4,28,34,1.8,2.2,39,38,2.5,2.4,1578,158,1578,(X),1564,160,99.1,1.4,0,13,0,2.3,14,22,0.9,1.4,369,96,369,(X),0,13,0,9.7,23,24,6.2,6.6,0,13,0,9.7,0,13,0,9.7,0,13,0,9.7,0,13,0,9.7,162,74,43.9,13,184,61,49.9,13.2,998500,136452,(X),(X),369,96,369,(X),262,85,71,11.5,107,49,29,11.5,262,85,262,(X),0,13,0,13.3,0,13,0,13.3,0,13,0,13.3,0,13,0,13.3,0,13,0,13.3,0,13,0,13.3,262,85,100,13.3,"4,000+",***,(X),(X),107,49,107,(X),0,13,0,28.8,0,13,0,28.8,0,13,0,28.8,0,13,0,28.8,107,49,100,28.8,"1,000+",***,(X),(X),262,85,262,(X),81,48,30.9,15.2,10,17,3.8,6.3,7,13,2.7,4.7,37,36,14.1,14.2,127,70,48.5,18.2,0,13,(X),(X),107,49,107,(X),23,27,21.5,23.5,17,19,15.9,16.6,17,21,15.9,19.9,23,21,21.5,19.2,27,28,25.2,21.5,0,13,0,28.8,0,13,0,28.8,0,13,(X),(X),1155,142,1155,(X),0,13,0,3.2,13,20,1.1,1.7,15,16,1.3,1.4,9,16,0.8,1.3,46,35,4,3.1,154,64,13.3,5.3,918,140,79.5,6.1,"2,000+",***,(X),(X),54,48,(X),(X),1137,141,1137,(X),232,85,20.4,7.1,111,82,9.8,7,251,108,22.1,8.9,171,72,15,6.3,65,47,5.7,4.2,307,94,27,7.1,72,53,(X),(X)
